id,frag1,frag2,new_smiles
1700,*OC[C@@H](O)CO,*Cc1ccc(Cl)cc1,OC[C@H](O)COCc1ccc(Cl)cc1
1701,*n1ccc2nc(CC)n([C@H]3CCc4cc(-c5ccccc5-c5nnn[nH]5)ccc43)c2c1=O,*CC(C)C,CCc1nc2ccn(CC(C)C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21
1702,*c1ccccc1,*C[C@H]1CO[C@](Cn2ccnc2)(c2ccc(Cl)cc2Cl)O1,Clc1ccc([C@@]2(Cn3ccnc3)OC[C@H](Cc3ccccc3)O2)c(Cl)c1
1703,*c1ccc([C@H](C)C(=O)[O-])cc1F,*CCOCCOCCO,C[C@H](C(=O)[O-])c1ccc(CCOCCOCCO)c(F)c1
1704,*n1c(CCC)nc2c(C)cccc21,*C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H]2C[C@H]1OO2,CCCc1nc2c(C)cccc2n1C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H]2C[C@H]1OO2
1705,*c1ccc(C(=O)N[C@H](C(=O)NC)C(C)C)o1,*O,CNC(=O)[C@@H](NC(=O)c1ccc(O)o1)C(C)C
1706,*N1C=CCC(C(N)=O)=C1,*CCCn1ccc2c(OC(C)(C)C(=O)O)cccc21,CC(C)(Oc1cccc2c1ccn2CCCN1C=CCC(C(N)=O)=C1)C(=O)O
1707,*n1ccnc1,*c1ccc(NC(=O)c2cc3ccccc3o2)cc1,O=C(Nc1ccc(-n2ccnc2)cc1)c1cc2ccccc2o1
1708,*Nc1cccc2ccccc12,*C(=O)c1cc2ccccc2o1,O=C(Nc1cccc2ccccc12)c1cc2ccccc2o1
1709,*c1noc(=O)[nH]1,*CCC=CCC=CCC=CCC=CCCC(=O)O,O=C(O)CCC=CCC=CCC=CCC=CCCc1noc(=O)[nH]1
1710,*CC(F)(F)COc1ccccc1,*OC[C@H](O)CO,OC[C@@H](O)COCC(F)(F)COc1ccccc1
1711,*c1ccc(N2CCN(C(C)=O)CC2)cc1,*CCCn1ccc2c(OC(C)(C)C(=O)O)cccc21,CC(=O)N1CCN(c2ccc(CCCn3ccc4c(OC(C)(C)C(=O)O)cccc43)cc2)CC1
1712,*Oc1cccc(-c2ccc([C@H](C)C(=O)[O-])cc2F)c1,*CCC=CCCCC(=O)O,C[C@H](C(=O)[O-])c1ccc(-c2cccc(OCCC=CCCCC(=O)O)c2)c(F)c1
1713,*CCCCC(=O)OC[C@@H](O)CO,*C(=O)C1=Cc2cc(Cl)cc(Cl)c2O[C@@H]1C(F)(F)F,O=C(CCCCC(=O)C1=Cc2cc(Cl)cc(Cl)c2O[C@@H]1C(F)(F)F)OC[C@@H](O)CO
1714,*NCCC1CCCCC1,*Cc1ccc(Cl)cc1,Clc1ccc(CNCCC2CCCCC2)cc1
1715,*C[C@@H](O)CO,*N[C@H]1CCC[C@@H](n2c(-c3ccccn3)nc3cc(C(=O)NC)ccc32)C1,CNC(=O)c1ccc2c(c1)nc(-c1ccccn1)n2[C@@H]1CCC[C@H](NC[C@@H](O)CO)C1
1716,*N[C@@H](CO)C(=O)N1CCN(C(=O)[C@H](CC(C)C)NC(=O)c2cc3ccccc3s2)CC1,*CCO,CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N1CCN(C(=O)[C@H](CO)NCCO)CC1
1717,*C(=O)CNC(=O)CCCCCCCCCCCCCCC,*CCOCCOCCOCCO,CCCCCCCCCCCCCCCC(=O)NCC(=O)CCOCCOCCOCCO
1718,*C(=O)C=Cc1ccc(Cl)cc1,*c1ccc(N2CCN(C(C)=O)CC2)cc1,CC(=O)N1CCN(c2ccc(C(=O)C=Cc3ccc(Cl)cc3)cc2)CC1
1719,*CC#CC(C)(C)C,*NCCCCCC,CCCCCCNCC#CC(C)(C)C
1720,*CCOCCOCCOCCO,*Cc1ccc(-c2noc(-c3ccc(CC(C)C)cc3)n2)cc1F,CC(C)Cc1ccc(-c2nc(-c3ccc(CCCOCCOCCOCCO)c(F)c3)no2)cc1
1721,*N1CCCc2c(OC(C)(C)C(=O)O)cccc21,*[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CC(C)(Oc1cccc2c1CCCN2[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(=O)O
1722,*c1ccc(CSc2nc3c(c(=O)[nH]2)CCC3)cc1,*NCCCCCC,CCCCCCNc1ccc(CSc2nc3c(c(=O)[nH]2)CCC3)cc1
1723,*CCCCCC(=O)NCc1ccc(O)c(OC)c1,*C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H]2C[C@H]1OO2,COc1cc(CNC(=O)CCCCCC[C@@H]2[C@@H](CC=CCCCC(=O)[O-])[C@@H]3C[C@H]2OO3)ccc1O
1724,*c1ccccc1-c1nnn[nH]1,*c1ccc(CSc2nc3c(c(=O)[nH]2)CCC3)cc1,O=c1[nH]c(SCc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)nc2c1CCC2
1725,*[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1,*NCCCCCC,CCCCCCN[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1
1726,*C[C@@H](O)CO,*CCC=CCCCCCCC(=O)O,O=C(O)CCCCCCC=CCCC[C@@H](O)CO
1727,*O,*c1ccc(CC(C)C)cc1,CC(C)Cc1ccc(O)cc1
1728,*C(=O)c1cc2ccccc2o1,*c1ccc(-[n+]2c(N3CCN(C)CC3)nc3c(F)cccc3c2O)cc1,CN1CCN(c2nc3c(F)cccc3c(O)[n+]2-c2ccc(C(=O)c3cc4ccccc4o3)cc2)CC1
1729,*[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1,*C(=O)Nc1cccc2ccccc12,CO[C@]1(C)C[C@H](C(=O)Nc2cccc3ccccc23)O[C@@H](C)[C@@H]1O
1730,*C[C@@H](O)[C@@H](N)COP(=O)(O)O,*Cc1cc(-c2ccsc2)cs1,N[C@@H](COP(=O)(O)O)[C@H](O)CCc1cc(-c2ccsc2)cs1
1731,*CC(F)(F)C=C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H](O)C[C@H]1O,*CCCCC(=O)O,O=C([O-])CCCC=CC[C@@H]1[C@@H](C=CC(F)(F)CCCCCC(=O)O)[C@H](O)C[C@@H]1O
1732,*C(=O)CNC(=O)CCCCCCCCCCCCCCC,*[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,CCCCCCCCCCCCCCCC(=O)NCC(=O)[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O
1733,*C[C@H](C)C=CCC=CCC=CCCCC(=O)O,*NCc1ccc(O)c(OC)c1,COc1cc(CNC[C@H](C)C=CCC=CCC=CCCCC(=O)O)ccc1O
1734,*C(=O)Nc1ccncc1,*C(=O)[C@H](CO)NC(=O)Cc1ccc(CCCCn2ccnc2C)cc1,Cc1nccn1CCCCc1ccc(CC(=O)N[C@@H](CO)C(=O)C(=O)Nc2ccncc2)cc1
1735,*CC(C)C,*NCC(=O)O,CC(C)CNCC(=O)O
1736,*c1ccsc1,*c1ccc(N2CCN(C(C)=O)CC2)cc1,CC(=O)N1CCN(c2ccc(-c3ccsc3)cc2)CC1
1737,*OC[C@@H](O)COP(=O)(O)O,*CCC=CCC,CCC=CCCOC[C@@H](O)COP(=O)(O)O
1738,*OC[C@@H](O)CO,*C(=O)[C@H](CO)NC(=O)Cc1ccc(CCCCn2ccnc2C)cc1,Cc1nccn1CCCCc1ccc(CC(=O)N[C@@H](CO)C(=O)OC[C@@H](O)CO)cc1
1739,*O,*C(=O)NCCCCCC,CCCCCCNC(=O)O
1740,*C(=O)CCCCCCCC=CCC=CCC=CCC,*[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CCC=CCC=CCC=CCCCCCCCC(=O)[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
1741,*Cc1ccc(Cl)cc1,*N1CC(C(=O)[O-])C1,O=C([O-])C1CN(Cc2ccc(Cl)cc2)C1
1742,*C[C@@H](O)[C@@H](N)COP(=O)(O)O,*CCC=C(c1sccc1C)c1sccc1C,Cc1ccsc1C(=CCCC[C@@H](O)[C@@H](N)COP(=O)(O)O)c1sccc1C
1743,*C(=O)Nc1ccncc1,*C(=O)CCCC,CCCCC(=O)C(=O)Nc1ccncc1
1744,*CCCCCC,*C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H](O)C[C@H]1O,CCCCCCC[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H](O)C[C@H]1O
1745,*CCC=CCC=CCCCCCCC(=O)O,*n1cnc2c(N)ncnc21,Nc1ncnc2c1ncn2CCC=CCC=CCCCCCCC(=O)O
1746,*c1cccc(-c2ccc([C@H](C)C(=O)[O-])cc2F)c1,*C(=O)Nc1ccc(Cl)cc1,C[C@H](C(=O)[O-])c1ccc(-c2cccc(C(=O)Nc3ccc(Cl)cc3)c2)c(F)c1
1747,*[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,*c1ccc(CN2CC(C(=O)[O-])C2)c(F)c1,O=C([O-])C1CN(Cc2ccc([C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)cc2F)C1
1748,*C(C)(C)C(=O)O,*C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H](O)C[C@H]1O,CC(C)(C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H](O)C[C@H]1O)C(=O)O
1749,*Nc1cccc2ccccc12,*c1ccccc1,c1ccc(Nc2cccc3ccccc23)cc1
1750,*CC=CC#CC(C)(C)C,*Nc1ccncc1,CC(C)(C)C#CC=CCNc1ccncc1
1751,*[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,*C(=O)C1=Cc2cc(Cl)c(C(C)(C)C)cc2O[C@@H]1C(F)(F)F,C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C(=O)C2=Cc3cc(Cl)c(C(C)(C)C)cc3O[C@@H]2C(F)(F)F)O1
1752,*CCC=CCC=CCCCCC,*[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CCCCCC=CCC=CCC[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
1753,*CCCN1CCC[C@@H](C(=O)[O-])C1,*c1ccsc1,O=C([O-])[C@@H]1CCCN(CCCc2ccsc2)C1
1754,*CCOCC,*CCOCCOCCOCCO,CCOCCCCOCCOCCOCCO
1755,*C[C@@H](O)CCCCC,*C(C)c1noc(=O)[nH]1,CCCCC[C@H](O)CC(C)c1noc(=O)[nH]1
1756,*C(=O)c1ccccc1Nc1cccc(C)c1C,*CCCCC(=O)[O-],Cc1cccc(Nc2ccccc2C(=O)CCCCC(=O)[O-])c1C
1757,*C[C@@H](O)[C@@H](N)COP(=O)(O)O,*C(=O)CCCCCCC,CCCCCCCC(=O)C[C@@H](O)[C@@H](N)COP(=O)(O)O
1758,*n1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21,*Nc1ccc(Cl)cc1,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(Nc3ccc(Cl)cc3)c2cc1C
1759,*N1CCN(C(=O)[C@H](CO)NS(=O)(=O)c2ccc(Cl)cc2Cl)CC1,*C[C@H](O)CO,O=C([C@H](CO)NS(=O)(=O)c1ccc(Cl)cc1Cl)N1CCN(C[C@H](O)CO)CC1
1760,*c1ccc2cc(C(=O)c3ccccc3)ccc2c1CCC,*OC[C@H](O)CO,CCCc1c(OC[C@H](O)CO)ccc2cc(C(=O)c3ccccc3)ccc12
1761,*c1ccsc1,*C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H]2C[C@H]1OO2,O=C([O-])CCCC=CC[C@@H]1[C@@H](Cc2ccsc2)[C@H]2C[C@@H]1OO2
1762,*N1CCC[C@@H](C(=O)[O-])C1,*CCCCCCCCC,CCCCCCCCCN1CCC[C@@H](C(=O)[O-])C1
1763,*C[C@H]1CO[C@](Cn2ccnc2)(c2ccc(Cl)cc2Cl)O1,*CC(=O)Nc1cccc(OC)c1,COc1cccc(NC(=O)CC[C@H]2CO[C@](Cn3ccnc3)(c3ccc(Cl)cc3Cl)O2)c1
1764,*C[C@@H](O)CO,*C[C@@H](O)COP(=O)(O)O,O=P(O)(O)OC[C@H](O)CC[C@@H](O)CO
1765,*c1ccc(CN2CC(C(=O)[O-])C2)c(F)c1,*Nc1cccc2ccccc12,O=C([O-])C1CN(Cc2ccc(Nc3cccc4ccccc34)cc2F)C1
1766,*N[C@H](C(=O)NC)C(C)C,*n1ccnc1,CNC(=O)[C@@H](Nn1ccnc1)C(C)C
1767,*n1ccnc1C,*N[C@H](C(=O)NC)C1CCCCC1,CNC(=O)[C@@H](Nn1ccnc1C)C1CCCCC1
1768,*CC(F)(F)COc1ccccc1,*Cc1ccc(Cl)cc1,FC(F)(CCc1ccc(Cl)cc1)COc1ccccc1
1769,*CCCCCCCCC(=O)O,*C(O)CC1CCC(O)C(OC)C1,COC1CC(CC(O)CCCCCCCCC(=O)O)CCC1O
1770,*[C@H]1O[C@H](COC(=O)Nc2ccncc2)[C@H](O)[C@H](O)[C@H]1O,*C(=O)CCCCCCC,CCCCCCCC(=O)[C@H]1O[C@H](COC(=O)Nc2ccncc2)[C@H](O)[C@H](O)[C@H]1O
1771,*C[C@H](O)CO,*N[C@H](C(=O)NC)C1CCCCC1,CNC(=O)[C@@H](NC[C@H](O)CO)C1CCCCC1
1772,*C(=O)C1=Cc2cc(Cl)cc(Cl)c2O[C@@H]1C(F)(F)F,*[C@H]1O[C@H](CO)C[C@H](O)[C@H]1O,O=C(C1=Cc2cc(Cl)cc(Cl)c2O[C@@H]1C(F)(F)F)[C@H]1O[C@H](CO)C[C@H](O)[C@H]1O
1773,*[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,*N1CC(C(=O)[O-])C1,O=C([O-])C1CN([C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C1
1774,*CCC=CCC=CCC,*CCOCCOCCOCCOCCOCCOCC,CCC=CCC=CCCCCOCCOCCOCCOCCOCCOCC
1775,*n1ccnc1C,*N1CCCc2c(OC(C)(C)C(=O)O)cccc21,Cc1nccn1N1CCCc2c(OC(C)(C)C(=O)O)cccc21
1776,*C(=O)CCCCCC,*CCCCC(=O)[O-],CCCCCCC(=O)CCCCC(=O)[O-]
1777,*NCC(=O)O,*CCOCCOCCOCCO,O=C(O)CNCCOCCOCCOCCO
1778,*Nc1cccc2ccccc12,*N1C=CCC(C(N)=O)=C1,NC(=O)C1=CN(Nc2cccc3ccccc23)C=CC1
1779,*C(=O)CCCC,*C(=O)c1cc2ccccc2s1,CCCCC(=O)C(=O)c1cc2ccccc2s1
1780,*C(=O)Cc1cc(C)ccc1Nc1c(F)cccc1Cl,*[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)c1
1781,*CCOCCOCCOCCOCCOCCOCC,*N1CCN(C(C)=O)CC1,CCOCCOCCOCCOCCOCCOCCN1CCN(C(C)=O)CC1
1782,*N1CCC[C@@H](C(=O)[O-])C1,*C[C@H](C)C=CCC=CCC=CCCCC(=O)O,C[C@H](C=CCC=CCC=CCCCC(=O)O)CN1CCC[C@@H](C(=O)[O-])C1
1783,*NC,*C(=O)Cc1cc(C)ccc1Nc1c(F)cccc1Cl,CNC(=O)Cc1cc(C)ccc1Nc1c(F)cccc1Cl
1784,*C(=O)NCCCCCC,*Cc1ccc(Cl)cc1,CCCCCCNC(=O)Cc1ccc(Cl)cc1
1785,*c1c(F)cccc1Cl,*Nc1ccncc1,Fc1cccc(Cl)c1Nc1ccncc1
1786,*NCc1ccc(O)c(OC)c1,*[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1,COc1cc(CN[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)ccc1O
1787,*CCCn1ccc2c(OC(C)(C)C(=O)O)cccc21,*Nc1ccncc1,CC(C)(Oc1cccc2c1ccn2CCCNc1ccncc1)C(=O)O
1788,*c1noc(=O)[nH]1,*Cc1ccc2c(c1)COc1ccccc1C2=C(C)c1noc(=O)[nH]1,CC(=C1c2ccc(Cc3noc(=O)[nH]3)cc2COc2ccccc21)c1noc(=O)[nH]1
1789,*c1ccc(N2CCN(C(C)=O)CC2)cc1,*CC=CC#CC(C)(C)C,CC(=O)N1CCN(c2ccc(CC=CC#CC(C)(C)C)cc2)CC1
1790,*c1nnn[nH]1,*Nc1ccc(Cl)cc1,Clc1ccc(Nc2nnn[nH]2)cc1
1791,*OC[C@@H](O)COP(=O)(O)O,*C(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,Cc1ccc(Cl)c(Nc2ccccc2C(=O)OC[C@@H](O)COP(=O)(O)O)c1Cl
1792,*C[C@H](O)CO,*N1CCN(C(C)=O)CC1,CC(=O)N1CCN(C[C@H](O)CO)CC1
1793,*C(=O)CCCC,*CCOCCOCCOCCOCCOCCOCC,CCCCC(=O)CCOCCOCCOCCOCCOCCOCC
1794,*C(=O)C1=Cc2cc(Cl)cc(Cl)c2O[C@@H]1C(F)(F)F,*C(O)CC1CCC(O)C(OC)C1,COC1CC(CC(O)C(=O)C2=Cc3cc(Cl)cc(Cl)c3O[C@@H]2C(F)(F)F)CCC1O
1795,*Nc1ccc(Cl)cc1,*Cc1ccccc1,Clc1ccc(NCc2ccccc2)cc1
1796,*c1noc(=O)[nH]1,*c1ccccc1CC(=O)O,O=C(O)Cc1ccccc1-c1noc(=O)[nH]1
1797,*CC(C)C,*[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,CC(C)C[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21
1798,*N1CCN(C(=O)[C@H](CC(C)C)NC(=O)c2cc3ccccc3s2)CC1,*Nc1ccncc1,CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N1CCN(Nc2ccncc2)CC1
1799,*CC(=O)Nc1cccc(OC)c1,*c1cccc(OC(=O)NCCCCCC)c1,CCCCCCNC(=O)Oc1cccc(CC(=O)Nc2cccc(OC)c2)c1
1800,*n1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21,*C(=O)Cc1ccc(O)c(OC)c1,COc1cc(CC(=O)n2c3nc(=O)[nH]c(=O)c-3nc3cc(C)c(C)cc32)ccc1O
1801,*N1CCN(C)CC1,*C(=O)c1ccccc1Nc1cccc(C)c1C,Cc1cccc(Nc2ccccc2C(=O)N2CCN(C)CC2)c1C
1802,*C(=O)CCCCC=CC(C)C,*OC[C@H](O)CO,CC(C)C=CCCCCC(=O)OC[C@H](O)CO
1803,*NCCC(=O)NCCSC(=O)CCCCCCCC,*c1ccc(F)cc1,CCCCCCCCC(=O)SCCNC(=O)CCNc1ccc(F)cc1
1804,*[C@H]1O[C@H](COC(=O)Nc2ccc(Cl)cc2)[C@H](O)[C@H](O)[C@H]1O,*C(=O)CCC,CCCC(=O)[C@H]1O[C@H](COC(=O)Nc2ccc(Cl)cc2)[C@H](O)[C@H](O)[C@H]1O
1805,*[C@H]1O[C@H](COC(=O)Nc2cccc3ccccc23)[C@H](O)[C@H](O)[C@H]1O,*C(=O)CCC,CCCC(=O)[C@H]1O[C@H](COC(=O)Nc2cccc3ccccc23)[C@H](O)[C@H](O)[C@H]1O
1806,*CCOCCOCCOCCOCCO,*Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,O=c1[nH]c(-c2ccccc2-c2ccc(CCCOCCOCCOCCOCCO)cc2)no1
1807,*CCOCCOCCOCCO,*CCCn1ccc2c(OC(C)(C)C(=O)O)cccc21,CC(C)(Oc1cccc2c1ccn2CCCCCOCCOCCOCCO)C(=O)O
1808,*CCC=CCC=CCCC(=O)O,*CCOCCOCCOCC,CCOCCOCCOCCCCC=CCC=CCCC(=O)O
1809,*C(=O)CCCCCCC,*C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H]2C[C@H]1OO2,CCCCCCCC(=O)C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H]2C[C@H]1OO2
1810,*NCC(=O)O,*c1nc2c(F)cccc2c(O)[n+]1-c1ccc(Oc2ccc(F)cc2)cc1,O=C(O)CNc1nc2c(F)cccc2c(O)[n+]1-c1ccc(Oc2ccc(F)cc2)cc1
1811,*S(=O)(=O)c1ccc(Cl)cc1Cl,*c1c(F)cccc1Cl,O=S(=O)(c1ccc(Cl)cc1Cl)c1c(F)cccc1Cl
1812,*CCC=CCC=CCC=CCC=CCC=CCC,*NCC(=O)O,CCC=CCC=CCC=CCC=CCC=CCCNCC(=O)O
1813,*N1CCN(C(=O)[C@H](CC(C)C)NC(=O)c2cc3ccccc3s2)CC1,*Nc1cccc(OC)c1,COc1cccc(NN2CCN(C(=O)[C@H](CC(C)C)NC(=O)c3cc4ccccc4s3)CC2)c1
1814,*C[C@@H](C)C=CCCCCC,*C(=O)CCC,CCCCCC=C[C@H](C)CC(=O)CCC
1815,*CC=CC#CC(C)(C)C,*c1ccc([C@H](C)C(=O)[O-])cc1F,C[C@H](C(=O)[O-])c1ccc(CC=CC#CC(C)(C)C)c(F)c1
1816,*c1cccc(C)c1C,*CCCCC(=O)O,Cc1cccc(CCCCC(=O)O)c1C
1817,*CCCCCC(=O)NCc1ccc(O)c(OC)c1,*N1C=CCC(C(N)=O)=C1,COc1cc(CNC(=O)CCCCCN2C=CCC(C(N)=O)=C2)ccc1O
1818,*OC[C@@H](O)CO,*CCCn1ccc2c(OC(C)(C)C(=O)O)cccc21,CC(C)(Oc1cccc2c1ccn2CCCOC[C@@H](O)CO)C(=O)O
1819,*c1nnn[nH]1,*CCC=CCC=CCC=CCCC(=O)O,O=C(O)CCC=CCC=CCC=CCCc1nnn[nH]1
1820,*CCC=CCC=CCC=CCCCC(=O)O,*CCOCCOCCOCCO,O=C(O)CCCC=CCC=CCC=CCCCCOCCOCCOCCO
1821,*c1noc(-c2ccc(CC(C)C)cc2)n1,*CCOCCOCC,CCOCCOCCc1noc(-c2ccc(CC(C)C)cc2)n1
1822,*N[C@@H](CCCCN)C(=O)NCCC1CCCCC1,*NC,CNN[C@@H](CCCCN)C(=O)NCCC1CCCCC1
1823,*O,*CC[C@@H]1[C@@H](C=CC(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,OCC[C@@H]1[C@@H](C=CC(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O
1824,*c1ccc(CN2CC(C(=O)[O-])C2)c(F)c1,*c1ccc(CC(C)C)cc1,CC(C)Cc1ccc(-c2ccc(CN3CC(C(=O)[O-])C3)c(F)c2)cc1
1825,*[C@H](COC(=O)CCCCCC)CO[P@@](=O)([O-])OCCN,*C(=O)CCCCCCCCC,CCCCCCCCCC(=O)[C@H](COC(=O)CCCCCC)CO[P@@](=O)([O-])OCCN
1826,*c1ccccc1-c1nnn[nH]1,*C(C)=O,CC(=O)c1ccccc1-c1nnn[nH]1
1827,*N1CCN(C)CC1,*CCC=CCC,CCC=CCCN1CCN(C)CC1
1828,*CCCCC(=O)[O-],*N[C@H](C(=O)NC)C1CCCCC1,CNC(=O)[C@@H](NCCCCC(=O)[O-])C1CCCCC1
1829,*c1ccc(-[n+]2c(N3CCN(C)CC3)nc3c(F)cccc3c2O)cc1,*CCC=CCC=CCC,CCC=CCC=CCCc1ccc(-[n+]2c(N3CCN(C)CC3)nc3c(F)cccc3c2O)cc1
1830,*OC[C@@H](O)COP(=O)(O)O,*Cc1cccc(OCc2cc(-c3ccsc3)cs2)c1,O=P(O)(O)OC[C@H](O)COCc1cccc(OCc2cc(-c3ccsc3)cs2)c1
1831,*C(=O)Cc1ccc(CCCCn2ccnc2C)cc1,*CCOCCOCC,CCOCCOCCC(=O)Cc1ccc(CCCCn2ccnc2C)cc1
1832,*c1ccccc1,*c1cccc(C)c1C,Cc1cccc(-c2ccccc2)c1C
1833,*Cc1ccc(-c2noc(-c3ccc(CC(C)C)cc3)n2)cc1F,*N1CC(C(=O)[O-])C1,CC(C)Cc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)[O-])C4)c(F)c3)no2)cc1
1834,*CC(C)C,*Oc1cccc(-c2ccc([C@H](C)C(=O)[O-])cc2F)c1,CC(C)COc1cccc(-c2ccc([C@H](C)C(=O)[O-])cc2F)c1
1835,*C(=O)CCCC,*C(=O)NCCCCCC,CCCCCCNC(=O)C(=O)CCCC
1836,*OC[C@@H](O)CO,*CCC=CCC=CCC=CCCCC(=O)OC[C@@H](O)CO,O=C(CCCC=CCC=CCC=CCCOC[C@@H](O)CO)OC[C@@H](O)CO
1837,*[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,*CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
1838,*NCCSC(=O)CCCCCCCC,*CCOCCOCCOCCOCCOCC,CCCCCCCCC(=O)SCCNCCOCCOCCOCCOCCOCC
1839,*OC[C@@H](O)COP(=O)(O)O,*O,O=P(O)(O)OC[C@H](O)COO
1840,*Cc1ccc2c(c1)COc1ccccc1C2=C(C)c1noc(=O)[nH]1,*c1ccccc1CC(=O)O,CC(=C1c2ccc(Cc3ccccc3CC(=O)O)cc2COc2ccccc21)c1noc(=O)[nH]1
1841,*c1noc(=O)[nH]1,*CCC=CCC=CCC=CCCCC(=O)OC[C@@H](O)CO,O=C(CCCC=CCC=CCC=CCCc1noc(=O)[nH]1)OC[C@@H](O)CO
1842,*CC(F)(F)COc1ccccc1,*C(=O)CCCCC,CCCCCC(=O)CC(F)(F)COc1ccccc1
1843,*C(O)CC1CCC(O)C(OC)C1,*C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H](O)C[C@H]1O,COC1CC(CC(O)C[C@@H]2[C@@H](CC=CCCCC(=O)[O-])[C@@H](O)C[C@H]2O)CCC1O
1844,*c1ccccn1,*CCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCc1ccccn1
1845,*c1cccc(CN(CC)CC=CC#CC(C)(C)C)c1,*C[C@H](O)CO,CCN(CC=CC#CC(C)(C)C)Cc1cccc(C[C@H](O)CO)c1
1846,*C[C@@H](C)C=CCCCCC,*[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CCCCCC=C[C@H](C)C[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
1847,*C[C@H](O)CO,*CCC=CCC=CCC=CCCC(=O)O,O=C(O)CCC=CCC=CCC=CCCC[C@H](O)CO
1848,*CCO,*C(=O)CCCC,CCCCC(=O)CCO
1849,*NCc1ccc(O)c(OC)c1,*n1cnc2c(N)ncnc21,COc1cc(CNn2cnc3c(N)ncnc32)ccc1O
1850,*CCCCC(=O)[O-],*CC(C)C,CC(C)CCCCCC(=O)[O-]
1851,*NCCC1CCCCC1,*N1CC(C(=O)[O-])C1,O=C([O-])C1CN(NCCC2CCCCC2)C1
1852,*C(C)(C)C(=O)O,*CCCCCC(=O)NCc1ccc(O)c(OC)c1,COc1cc(CNC(=O)CCCCCC(C)(C)C(=O)O)ccc1O
1853,*n1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21,*CCC=CCC=CCCCCC,CCCCCC=CCC=CCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21
