id,frag1,frag2,new_smiles
391,*CCOCCOCCOCCOCCOCCOCC,*CCOCCO,CCOCCOCCOCCOCCOCCOCCCCOCCO
392,*CCOCCOCCOC,*c1ccccc1C(=O)O,COCCOCCOCCc1ccccc1C(=O)O
393,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,*CCOCCOCC,CCOCCOCCn1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21
394,*N(C)C,*c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1,CN(C)c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1
395,*C(=O)c1ccccc1Nc1cccc(C)c1C,*N1C=CCC(C(N)=O)=C1,Cc1cccc(Nc2ccccc2C(=O)N2C=CCC(C(N)=O)=C2)c1C
396,*C(=O)c1ccccc1Nc1cccc(C)c1C,*CCOCCOCCOC,COCCOCCOCCC(=O)c1ccccc1Nc1cccc(C)c1C
397,*C=O,*n1cc(C(=O)[O-])c(N)nc1=O,Nc1nc(=O)n(C=O)cc1C(=O)[O-]
398,*CCOCCOCCOCCOCCOCC,*CCOCC,CCOCCCCOCCOCCOCCOCCOCC
399,*NC,*C(=O)c1ccnc2[nH]c(O)nc12,CNC(=O)c1ccnc2[nH]c(O)nc12
400,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,*CCOCCOCCOCCO,COCC[n+]1c2c(n(CCOCCOCCOCCO)c1C)C(=O)c1ccccc1C2=O
401,*CCOCCOCCOC,*c1c(NCCOCCO)c(=O)c1=O,COCCOCCOCCc1c(NCCOCCO)c(=O)c1=O
402,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,*n1cccn1,COCC[n+]1c2c(n(-n3cccn3)c1C)C(=O)c1ccccc1C2=O
403,*NC,*c1cccc(C)c1C,CNc1cccc(C)c1C
404,*N1C=CCC(C(N)=O)=C1,*N(C)C,CN(C)N1C=CCC(C(N)=O)=C1
405,*CCO,*CCOCCOCCOCCOC,COCCOCCOCCOCCCCO
406,*OC,*c1c(NCCOCCO)c(=O)c1=O,COc1c(NCCOCCO)c(=O)c1=O
407,*c1nnn[nH]1,*CCOCCOCCOCCOCCOCCOCCOCC,CCOCCOCCOCCOCCOCCOCCOCCc1nnn[nH]1
408,*c1cccc(C)c1C,*NCc1nc2ccccc2[nH]1,Cc1cccc(NCc2nc3ccccc3[nH]2)c1C
409,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,*CCOCCOCCOCCOC,COCCOCCOCCOCCn1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21
410,*CCOCCOCCO,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,COCC[n+]1c2c(n(CCOCCOCCO)c1C)C(=O)c1ccccc1C2=O
411,*CCNc1c(NCCCCCCO)c(=O)c1=O,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(CCNc1c(NCCCCCCO)c(=O)c1=O)[n+]2C
412,*O,*CCOCC,CCOCCO
413,*CCOCCOCCOCCOC,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,COCCOCCOCCOCC[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1
414,*CCOCCOCCOCCOCCOCCOCC,*CCS,CCOCCOCCOCCOCCOCCOCCCCS
415,*CCS,*CCOCCOCCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCOCCOCCCCS
416,*c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1,*CCOCCOCCOC,COCCOCCOCCc1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1
417,*CCNCCO,*OC,COCCNCCO
418,*C(=O)c1ccnc2[nH]c(O)nc12,*c1nnn[nH]1,O=C(c1nnn[nH]1)c1ccnc2[nH]c(O)nc12
419,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*CCOCCOCCOCCOCC,CCOCCOCCOCCOCCN[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
420,*c1ccccn1,*n1cnc2c(N)ncnc21,Nc1ncnc2c1ncn2-c1ccccn1
421,*C(=O)c1ccc(S)cc1,*CCO,O=C(CCO)c1ccc(S)cc1
422,*c1nc(N)[nH]c(=O)c1NC=O,*C(=O)c1ccccc1[SeH],Nc1nc(C(=O)c2ccccc2[SeH])c(NC=O)c(=O)[nH]1
423,*c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1,*CCOCCOC,COCCOCCc1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1
424,*CCOCCOCCOC,*CCO,COCCOCCOCCCCO
425,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*CCOCCOC,COCCOCCC(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1
426,*c1ccccc1C(=O)O,*NCc1nc2ccccc2[nH]1,O=C(O)c1ccccc1NCc1nc2ccccc2[nH]1
427,*CCOCCOCCO,*CCOCCOCC,CCOCCOCCCCOCCOCCO
428,*CCO,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(CCO)cc(C(F)(F)F)c1
429,*CCCCCCO,*CCOCC,CCOCCCCCCCCO
430,*CCS,*O,OCCS
431,*Nc1ccccc1,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(Nc1ccccc1)[n+]2C
432,*CCOCCOCCOCCO,*C(=O)c1ccnc2[nH]c(O)nc12,O=C(CCOCCOCCOCCO)c1ccnc2[nH]c(O)nc12
433,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
434,*c1sc2cc(C)ccc2[n+]1C,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,Cc1ccc2c(c1)sc([C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1)[n+]2C
435,*Nc1ccccc1,*N(C)C,CN(C)Nc1ccccc1
436,*CC[C@@H](N)C(=O)[O-],*O,N[C@H](CCO)C(=O)[O-]
437,*OC,*CCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCO
438,*n1cccn1,*CCS,SCCn1cccn1
439,*CCS,*CCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCCCS
440,*c1cccc(C)c1C,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1,Cc1cccc([C@H]2C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O2)c1C
441,*n1cnc2c(N)ncnc21,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(-n1cnc3c(N)ncnc31)[n+]2C
442,*N(C)C,*C(=O)COC,COCC(=O)N(C)C
443,*c1nnn[nH]1,*CC[C@@H](N)C(=O)[O-],N[C@H](CCc1nnn[nH]1)C(=O)[O-]
444,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,*CCOCCOCCO,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2CCOCCOCCO
445,*CCOCCOCCOC,*C(=O)c1ccnc2[nH]c(O)nc12,COCCOCCOCCC(=O)c1ccnc2[nH]c(O)nc12
446,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,*C=O,Nc1nc2c(nc(Cl)n2C=O)c(=O)[nH]1
447,*c1c(NCCOCCO)c(=O)c1=O,*NC,CNc1c(NCCOCCO)c(=O)c1=O
448,*OC,*CCOCCOCCOCCOCCOCCOCC,CCOCCOCCOCCOCCOCCOCCOC
449,*Nc1ccccc1,*c1cccc(C)c1C,Cc1cccc(Nc2ccccc2)c1C
450,*c1c(NCCOCCO)c(=O)c1=O,*c1cccc(C)c1C,Cc1cccc(-c2c(NCCOCCO)c(=O)c2=O)c1C
451,*Nc1ccccc1,*C=O,O=CNc1ccccc1
452,*CCO,*CCOCCOCCOCCOCCOCC,CCOCCOCCOCCOCCOCCCCO
453,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*C(C)=O,CC(=O)C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1
454,*c1ccccc1C(=O)O,*c1cccc(NC(=O)c2cc(-c3nnn[nH]3)cc(C(F)(F)F)c2)c1,O=C(Nc1cccc(-c2ccccc2C(=O)O)c1)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1
455,*c1sc2cc(C)ccc2[n+]1C,*CC[C@@H](N)C(=O)[O-],Cc1ccc2c(c1)sc(CC[C@@H](N)C(=O)[O-])[n+]2C
456,*C(=O)c1ccnc2[nH]c(O)nc12,*CCOCCOCCOCCOC,COCCOCCOCCOCCC(=O)c1ccnc2[nH]c(O)nc12
457,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,O=C(N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
458,*c1ccc(N(C)C)cc1,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,CN(C)c1ccc(-n2c(Cl)nc3c(=O)[nH]c(N)nc32)cc1
459,*C(C)=O,*CCNc1c(NCCCCCCO)c(=O)c1=O,CC(=O)CCNc1c(NCCCCCCO)c(=O)c1=O
460,*N1C=CCC(C(N)=O)=C1,*CCOCCOCCOCCO,NC(=O)C1=CN(CCOCCOCCOCCO)C=CC1
461,*c1ccc(N(C)C)cc1,*CCOCCOCCOCCOCCOCC,CCOCCOCCOCCOCCOCCc1ccc(N(C)C)cc1
462,*c1cc2ccccc2c(N=C(N)c2nc(C)cc(C)n2)n1,*N1C=CCC(C(N)=O)=C1,Cc1cc(C)nc(C(N)=Nc2nc(N3C=CCC(C(N)=O)=C3)cc3ccccc23)n1
463,*CCOC,*Nc1ccccc1,COCCNc1ccccc1
464,*Cc1cnccn1,*c1nc(N)[nH]c(=O)c1NC=O,Nc1nc(Cc2cnccn2)c(NC=O)c(=O)[nH]1
465,*C(=O)c1ccc(S)cc1,*CCNCCO,O=C(CCNCCO)c1ccc(S)cc1
466,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,*NCc1nc2ccccc2[nH]1,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(NCc2nc3ccccc3[nH]2)cc(C(F)(F)F)c1
467,*CCO,*N1CCCCCC1,OCCN1CCCCCC1
468,*Cc1cnccn1,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C[C@H](N)C(=O)Cc1cnccn1
469,*Nc1ccccc1,*c1nnn[nH]1,c1ccc(Nc2nnn[nH]2)cc1
470,*CCOCCOCCOCCOCCOCCOCC,*C(=O)[C@@H](N)Cc1ccccc1,CCOCCOCCOCCOCCOCCOCCC(=O)[C@@H](N)Cc1ccccc1
471,*C(=O)c1ccnc2[nH]c(O)nc12,*C(=O)[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C(=O)C(=O)c1ccnc2[nH]c(O)nc12
472,*c1c(NCCOCCO)c(=O)c1=O,*Nc1ccccc1,O=c1c(NCCOCCO)c(Nc2ccccc2)c1=O
473,*c1c(NCCOCCO)c(=O)c1=O,*CCS,O=c1c(CCS)c(NCCOCCO)c1=O
474,*C=O,*c1ccc(N(C)C)cc1,CN(C)c1ccc(C=O)cc1
475,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N1CCCCCC1,OC[C@H]1OC[C@H](NN2CCCCCC2)[C@@H](O)[C@@H]1O
476,*CCS,*n1cnc2c(N)ncnc21,Nc1ncnc2c1ncn2CCS
477,*CCOCCOCCOCCO,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,O=C(CCOCCOCCOCCO)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
478,*CCOCCOCCO,*n1cnc2c(N)ncnc21,Nc1ncnc2c1ncn2CCOCCOCCO
479,*CCOCCOCCOCCO,*C(=O)COC,COCC(=O)CCOCCOCCOCCO
480,*c1ccc(N(C)C)cc1,*C(C)=O,CC(=O)c1ccc(N(C)C)cc1
481,*CCOCCOCCOC,*CCOCCOCCOCCOCC,CCOCCOCCOCCOCCCCOCCOCCOC
482,*CCOCCO,*n1cccn1,OCCOCCn1cccn1
483,*CCOC,*CCOCCOCCOCCOCCOCCO,COCCCCOCCOCCOCCOCCOCCO
484,*CCOCCOCCO,*C(=O)c1ccc(S)cc1,O=C(CCOCCOCCO)c1ccc(S)cc1
485,*c1ccccc1C(=O)O,*CCOCCOCCOCC,CCOCCOCCOCCc1ccccc1C(=O)O
486,*n1cc(C(=O)[O-])c(N)nc1=O,*CCOCCOCCO,Nc1nc(=O)n(CCOCCOCCO)cc1C(=O)[O-]
487,*CCOC,*n1cccn1,COCCn1cccn1
488,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,*n1cccn1,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-n2cccn2)cc(C(F)(F)F)c1
489,*CC[C@@H](N)C(=O)[O-],*N1CCCCCC1,N[C@H](CCN1CCCCCC1)C(=O)[O-]
490,*CCOCCOCCOCCO,*CCNCCO,OCCNCCCCOCCOCCOCCO
491,*c1nc(N)[nH]c(=O)c1NC=O,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(-c1nc(N)[nH]c(=O)c1NC=O)[n+]2C
492,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*O,O=C(O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
493,*n1cnc2c(N)nccc21,*c1ccccn1,Nc1nccc2c1ncn2-c1ccccn1
494,*Nc1ccccc1,*c1c(NCCCCCCO)c(=O)c1=O,O=c1c(NCCCCCCO)c(Nc2ccccc2)c1=O
495,*CCOCCO,*CCOCCOCCOCCOCCOCCOCCOCC,CCOCCOCCOCCOCCOCCOCCOCCCCOCCO
496,*C(=O)[C@@H](N)Cc1ccccc1,*CCOC,COCCC(=O)[C@@H](N)Cc1ccccc1
497,*CCNCCO,*CCOC,COCCCCNCCO
498,*C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*CCOC,COCCC(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1
499,*c1cccc(C)c1C,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,Cc1cccc(C(=O)[C@@H](N)C[C@@H](N)Cc2ccccc2)c1C
500,*N1C=CCC(C(N)=O)=C1,*CCOC,COCCN1C=CCC(C(N)=O)=C1
501,*Cc1cnccn1,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,O=C(Cc1cnccn1)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
502,*CCOCCOCCOCCOC,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,COCCOCCOCCOCCC(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1
503,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*N1C=CCC(C(N)=O)=C1,NC(=O)C1=CN(C(=O)[C@@H](N)C[C@@H](N)Cc2ccccc2)C=CC1
504,*c1cccc(NC(=O)c2cc(-c3ccccn3)cc(C(F)(F)F)c2)c1,*CCOCCO,O=C(Nc1cccc(CCOCCO)c1)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
505,*NC,*c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1,CNc1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1
506,*CCS,*OC,COCCS
507,*CCOCCOC,*CCOCC,CCOCCCCOCCOC
508,*CCOCC,*CCOCCO,CCOCCCCOCCO
509,*C(=O)COC,*CCNc1c(NCCCCCCO)c(=O)c1=O,COCC(=O)CCNc1c(NCCCCCCO)c(=O)c1=O
510,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1,*CCOCCOCCOCCOCCOCC,CCOCCOCCOCCOCCOCC[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1
511,*C(=O)c1ccc(S)cc1,*C(C)=O,CC(=O)C(=O)c1ccc(S)cc1
512,*C=O,*O,O=CO
513,*c1c(NCCCCCCO)c(=O)c1=O,*CC[C@@H](N)C(=O)[O-],N[C@H](CCc1c(NCCCCCCO)c(=O)c1=O)C(=O)[O-]
514,*NC,*CCOCCOCCOCCOC,CNCCOCCOCCOCCOC
515,*c1c(NCCCCCCO)c(=O)c1=O,*CCCCCCO,O=c1c(CCCCCCO)c(NCCCCCCO)c1=O
516,*N1CCCCCC1,*C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1,O=C(c1cc(-n2cccn2)cc(C(F)(F)F)c1)N1CCCCCC1
517,*C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*CCOCCOCCO,O=C(CCOCCOCCO)c1cc(-n2cccn2)cc(C(F)(F)F)c1
518,*C(=O)c1ccccc1[SeH],*N(C)C,CN(C)C(=O)c1ccccc1[SeH]
519,*c1nnn[nH]1,*c1ccccc1C(=O)O,O=C(O)c1ccccc1-c1nnn[nH]1
520,*NC,*n1cnc2c(N)ncnc21,CNn1cnc2c(N)ncnc21
521,*Nc1ccccc1,*C(=O)[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C(=O)Nc1ccccc1
522,*c1cc2ccccc2c(N=C(N)c2nc(C)cc(C)n2)n1,*CCOCCOCCOC,COCCOCCOCCc1cc2ccccc2c(N=C(N)c2nc(C)cc(C)n2)n1
523,*[C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1,*CCOCCO,O=[P@H]([O-])OC[C@H]1O[C@@H](CCOCCO)C[C@@H]1O
524,*CC[C@@H](N)C(=O)[O-],*OC,COCC[C@@H](N)C(=O)[O-]
525,*NCc1nc2ccccc2[nH]1,*CCOCCOCCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCOCCOCCNCc1nc2ccccc2[nH]1
526,*N1CCCCCC1,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(N2CCCCCC2)cc(C(F)(F)F)c1
527,*CC[C@@H](N)C(=O)[O-],*CCOCCOCCOCCOCCOCCO,N[C@H](CCCCOCCOCCOCCOCCOCCO)C(=O)[O-]
528,*N1CCO[C@H](C)C1,*CCOCCOCCOCCOCCOCCOCCO,C[C@@H]1CN(CCOCCOCCOCCOCCOCCOCCO)CCO1
529,*CCOCCOCCOCCOCCOCCO,*C=O,O=CCCOCCOCCOCCOCCOCCO
530,*C(=O)c1ccnc2[nH]c(O)nc12,*CCCCCCO,O=C(CCCCCCO)c1ccnc2[nH]c(O)nc12
531,*n1cccn1,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C[C@H](N)C(=O)n1cccn1
532,*O,*C(=O)c1ccc(S)cc1,O=C(O)c1ccc(S)cc1
533,*c1c(NCCOCCO)c(=O)c1=O,*c1ccc(N(C)C)cc1,CN(C)c1ccc(-c2c(NCCOCCO)c(=O)c2=O)cc1
534,*C(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*O,O=C(O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1
535,*CC[C@@H](N)C(=O)[O-],*C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1,N[C@H](CCC(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1)C(=O)[O-]
536,*n1cnc2c(N)ncnc21,*CCOCCOCCOCCOCC,CCOCCOCCOCCOCCn1cnc2c(N)ncnc21
537,*CCOCCOCCOCCOCC,*CCOCCOCC,CCOCCOCCCCOCCOCCOCCOCC
538,*c1ccc(N(C)C)cc1,*c1cccc(C)c1C,Cc1cccc(-c2ccc(N(C)C)cc2)c1C
539,*Nc1cccc(-c2nnn[nH]2)c1,*C(=O)[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C(=O)Nc1cccc(-c2nnn[nH]2)c1
540,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,*c1cccc(C)c1C,Cc1cccc([C@@H]2CC(O)=C(CO[P@@H](=O)[O-])O2)c1C
541,*C=O,*c1ccccc1C(=O)O,O=Cc1ccccc1C(=O)O
542,*Nc1cccc(-c2nnn[nH]2)c1,*CCOCC,CCOCCNc1cccc(-c2nnn[nH]2)c1
543,*C(=O)c1ccccc1[SeH],*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,O=C(C(=O)c1ccccc1[SeH])c1cc(-c2ccccn2)cc(C(F)(F)F)c1
544,*CCCCCCO,*N1CCCCCC1,OCCCCCCN1CCCCCC1
545,*C(C)=O,*CCOCCOCCOCCOCCOCCO,CC(=O)CCOCCOCCOCCOCCOCCO
546,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,*c1ccc(N(C)C)cc1,CN(C)c1ccc(-n2c[n+](Cc3ccccc3)c3c(=O)[nH]c(N)nc32)cc1
547,*CCOCCOCCOCCOCCOCC,*C(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,CCOCCOCCOCCOCCOCCC(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1
548,*C(=O)c1ccnc2[nH]c(O)nc12,*c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1,O=C(Nc1cccc(C(=O)c2ccnc3[nH]c(O)nc23)c1)c1cc(-n2cccn2)cc(C(F)(F)F)c1
549,*CCOCCOCCOCCOCCOCCOCC,*CCOCCOCCOCC,CCOCCOCCOCCCCOCCOCCOCCOCCOCCOCC
550,*N1CCCCCC1,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C[C@H](N)C(=O)N1CCCCCC1
551,*N1CCCCCC1,*[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F,O=[P@H]([O-])OC[C@H]1O[C@@H](N2CCCCCC2)[C@@H](F)[C@@H]1O
552,*c1cccc(C)c1C,*c1c(NCCCCCCO)c(=O)c1=O,Cc1cccc(-c2c(NCCCCCCO)c(=O)c2=O)c1C
553,*CCNCCO,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C[C@H](N)C(=O)CCNCCO
554,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,*CCOCCO,COCC[n+]1c2c(n(CCOCCO)c1C)C(=O)c1ccccc1C2=O
555,*[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F,*N(C)C,CN(C)[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F
556,*C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*CCOCCOCCOCCOCCO,O=C(CCOCCOCCOCCOCCO)c1cc(-n2cccn2)cc(C(F)(F)F)c1
557,*C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*NCc1nc2ccccc2[nH]1,O=C(NCc1nc2ccccc2[nH]1)c1cc(-n2cccn2)cc(C(F)(F)F)c1
558,*CCO,*C(=O)c1ccccc1[SeH],O=C(CCO)c1ccccc1[SeH]
559,*CC[C@@H](N)C(=O)[O-],*N1CCO[C@H](C)C1,C[C@@H]1CN(CC[C@@H](N)C(=O)[O-])CCO1
560,*CCOCCOCCOCCOCCO,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2CCOCCOCCOCCOCCO
561,*[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F,*c1cccc(C)c1C,Cc1cccc([C@@H]2O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]2F)c1C
562,*[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F,*CCCCCCO,O=[P@H]([O-])OC[C@H]1O[C@@H](CCCCCCO)[C@@H](F)[C@@H]1O
563,*C(=O)COC,*c1ccccn1,COCC(=O)c1ccccn1
564,*CCOCCOCCOCCOCC,*c1ccccn1,CCOCCOCCOCCOCCc1ccccn1
565,*C=O,*NC,CNC=O
566,*CCOCCOCCOCCOCCOCCO,*CCOCCO,OCCOCCCCOCCOCCOCCOCCOCCO
567,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(-n1c(Cl)nc3c(=O)[nH]c(N)nc31)[n+]2C
568,*CCOCCOCCOCCOCC,*Nc1ccccc1,CCOCCOCCOCCOCCNc1ccccc1
569,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,*NC,CN[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1
570,*CCOCCOCCOCCOCCOCCO,*CCOCCOCC,CCOCCOCCCCOCCOCCOCCOCCOCCO
571,*C(=O)[C@@H](N)Cc1ccccc1,*c1ccc(N(C)C)cc1,CN(C)c1ccc(C(=O)[C@@H](N)Cc2ccccc2)cc1
572,*N(C)C,*CCOCCOCCOCCOCCOCCOCCO,CN(C)CCOCCOCCOCCOCCOCCOCCO
573,*N1CCO[C@H](C)C1,*n1cccn1,C[C@@H]1CN(n2cccn2)CCO1
574,*c1ccc(N(C)C)cc1,*c1ccccn1,CN(C)c1ccc(-c2ccccn2)cc1
575,*CCOCCOCC,*CCOCCOCCOCCOCCOCCOCCO,CCOCCOCCCCOCCOCCOCCOCCOCCOCCO
576,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1)[n+]2C
577,*CCO,*c1c(NCCCCCCO)c(=O)c1=O,O=c1c(CCO)c(NCCCCCCO)c1=O
578,*CCOCCOCCOCC,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,CCOCCOCCOCC[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1
579,*OC,*O,COO
580,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,COCC[n+]1c2c(n([C@@H]3CC(O)=C(CO[P@@H](=O)[O-])O3)c1C)C(=O)c1ccccc1C2=O
581,*C(C)=O,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,CC(=O)C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
582,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*n1cnc2c(N)ncnc21,Nc1ncnc2c1ncn2C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1
583,*c1ccc(N(C)C)cc1,*Nc1ccccc1,CN(C)c1ccc(Nc2ccccc2)cc1
584,*c1cccc(C)c1C,*CCOCCOCCOCCOCCOCCO,Cc1cccc(CCOCCOCCOCCOCCOCCO)c1C
585,*C(=O)c1ccccc1Nc1cccc(C)c1C,*Cc1cnccn1,Cc1cccc(Nc2ccccc2C(=O)Cc2cnccn2)c1C
586,*c1ccccn1,*C(=O)c1ccccc1Nc1cccc(C)c1C,Cc1cccc(Nc2ccccc2C(=O)c2ccccn2)c1C
587,*CCOCCOCCOCCOCCOCCOCCO,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(CCOCCOCCOCCOCCOCCOCCO)[n+]2C
