id,frag1,frag2,new_smiles
1006,*c1ccc([N+](=O)[O-])cc1,*c1ccc(N2CCN(C(C)(C)C)CC2)cn1,CC(C)(C)N1CCN(c2ccc(-c3ccc([N+](=O)[O-])cc3)nc2)CC1
1007,*CC(C)=CC(=O)O,*c1ccc(C(=O)N[C@@H]2[C@@H]3C[C@@H]4C[C@H]2C[C@@](O)(C4)C3)c(SCCC)n1,CCCSc1nc(CC(C)=CC(=O)O)ccc1C(=O)N[C@@H]1[C@@H]2C[C@@H]3C[C@H]1C[C@@](O)(C3)C2
1008,*N(C)[C@H]1CC[C@H](c2ccncc2)CC1,*N(C)[C@H](C)CCO,C[C@H](CCO)N(C)N(C)[C@H]1CC[C@H](c2ccncc2)CC1
1009,*C(=O)N[C@H](CNC)C[C@H]1CCCOC1,*[C@@H]1O[C@H](CSC)[C@@H](O)[C@H]1O,CNC[C@H](C[C@H]1CCCOC1)NC(=O)[C@@H]1O[C@H](CSC)[C@@H](O)[C@H]1O
1010,*C(=O)Cc1ccc(-c2ccccc2)c(F)c1,*c1nc2ccccc2[nH]1,O=C(Cc1ccc(-c2ccccc2)c(F)c1)c1nc2ccccc2[nH]1
1011,*C(=O)N[C@H](CNC)C[C@H]1CCCOC1,*c1ccc(C(=O)N[C@H](C(=O)[O-])C(C)C)cc1,CNC[C@H](C[C@H]1CCCOC1)NC(=O)c1ccc(C(=O)N[C@H](C(=O)[O-])C(C)C)cc1
1012,*C(=O)CCc1c[nH]c2ccc(OC)cc12,*c1ncn(CCC[N+]2=CCNC2)c1CC(C)C,COc1ccc2[nH]cc(CCC(=O)c3ncn(CCC[N+]4=CCNC4)c3CC(C)C)c2c1
1013,*c1ccnc(C)n1,*Cc1ccc(N2CCN(C(C)=O)CC2)cc1F,CC(=O)N1CCN(c2ccc(Cc3ccnc(C)n3)c(F)c2)CC1
1014,*CCN(C)[C@H]1CCCCN1,*NCCS,CN(CCNCCS)[C@H]1CCCCN1
1015,*Cc1c(F)cccc1C#N,*c1nnn[nH]1,N#Cc1cccc(F)c1Cc1nnn[nH]1
1016,*[C@@H](CC)[C@H](C)O,*c1ccc(F)cc1C(F)(F)F,CC[C@H](c1ccc(F)cc1C(F)(F)F)[C@H](C)O
1017,*N1CC[C@@]2(C(=O)Nc3ccccc32)[C@@H]1c1ccccc1,*c1nc2ccccc2o1,O=C1Nc2ccccc2[C@]12CCN(c1nc3ccccc3o1)[C@H]2c1ccccc1
1018,*c1cccnc1,*c1ccc([C@H](C)C(=O)O)cc1F,C[C@H](C(=O)O)c1ccc(-c2cccnc2)c(F)c1
1019,*C(=O)CC1CCNCC1,*NCCCCNS(=O)(=O)c1cccc2c(N(C)C)cccc12,CN(C)c1cccc2c(S(=O)(=O)NCCCCNC(=O)CC3CCNCC3)cccc12
1020,*c1ccc(N2CCN(C)CC2)cc1,*c1ccc(NC(=O)c2ccccc2)cc1,CN1CCN(c2ccc(-c3ccc(NC(=O)c4ccccc4)cc3)cc2)CC1
1021,*c1c2ccoc2cc2oc(=O)ccc12,*C(=O)c1ccc(N2CCCCC2)cc1,O=C(c1ccc(N2CCCCC2)cc1)c1c2ccoc2cc2oc(=O)ccc12
1022,*C[C@@H](O)CCCCC,*Nc1ccccc1,CCCCC[C@H](O)CNc1ccccc1
1023,*C(=O)C=C,*CCCCCCC(=O)NCc1ccc(O)c(OC)c1,C=CC(=O)CCCCCCC(=O)NCc1ccc(O)c(OC)c1
1024,*C[C@@H](O)CNC(=O)c1cccc(-c2ccccn2)c1,*C(=O)CCc1c[nH]c2ccc(OC)cc12,COc1ccc2[nH]cc(CCC(=O)C[C@@H](O)CNC(=O)c3cccc(-c4ccccn4)c3)c2c1
1025,*c1nc(NCc2ccccn2)c2c(ccn2C)n1,*Cc1cccc(NC(=O)C(C=O)(CC)CC)c1,CCC(C=O)(CC)C(=O)Nc1cccc(Cc2nc(NCc3ccccn3)c3c(ccn3C)n2)c1
1026,*N1CCNCC1,*CCCCCCCCCCC=O,O=CCCCCCCCCCCN1CCNCC1
1027,*n1nnc(-c2cc(OC)c(OC)cc2NC(=O)[C@H]2CC(=O)c3ccccc3O2)n1,*CCCCCC,CCCCCCn1nnc(-c2cc(OC)c(OC)cc2NC(=O)[C@H]2CC(=O)c3ccccc3O2)n1
1028,*n1c(CC)nc2ccn(Cc3ccccc3)c(=O)c21,*c1ncn(CCC[N+]2=CCNC2)c1CC(C)C,CCc1nc2ccn(Cc3ccccc3)c(=O)c2n1-c1ncn(CCC[N+]2=CCNC2)c1CC(C)C
1029,*CCCN1CCCc2c(OC(C)(C)C(=O)O)cccc21,*C(=O)c1cccc(Cl)c1,CC(C)(Oc1cccc2c1CCCN2CCCC(=O)c1cccc(Cl)c1)C(=O)O
1030,*S(C)(=O)=O,*C(=O)C(C)C,CC(C)C(=O)S(C)(=O)=O
1031,*C(=O)[C@H]1Cc2ccccc2CN1,*[C@@H](Cc1ccc(OCCN(C)c2ccccn2)cc1)C(=O)[O-],CN(CCOc1ccc(C[C@@H](C(=O)[O-])C(=O)[C@H]2Cc3ccccc3CN2)cc1)c1ccccn1
1032,*c1cccc(C(=O)NCc2ccc(C(=O)O)cc2)c1,*C(=O)c1ccc(F)cc1,O=C(O)c1ccc(CNC(=O)c2cccc(C(=O)c3ccc(F)cc3)c2)cc1
1033,*C[C@](C)(O)C(=O)Nc1ccc(C#N)c(I)c1,*Cc1ccc(OC)cc1,COc1ccc(CC[C@](C)(O)C(=O)Nc2ccc(C#N)c(I)c2)cc1
1034,*[C@H]1CC[C@@]2(O)[C@@H]1O[C@@H](n1ccc3c(C)ncnc31)[C@@H]2O,*C(C)(C)C,Cc1ncnc2c1ccn2[C@@H]1O[C@@H]2[C@@H](C(C)(C)C)CC[C@]2(O)[C@H]1O
1035,*N1CCN(C(C)=O)CC1,*N(C)[C@H]1CC[C@H](c2ccncc2)CC1,CC(=O)N1CCN(N(C)[C@H]2CC[C@H](c3ccncc3)CC2)CC1
1036,*C(C)=CC(=O)c1ccccc1,*C(=O)OC(C)C,CC(=CC(=O)c1ccccc1)C(=O)OC(C)C
1037,*c1ccc(F)cc1C(F)(F)F,*c1ccc(OC(C)(C)C(=O)O)cc1,CC(C)(Oc1ccc(-c2ccc(F)cc2C(F)(F)F)cc1)C(=O)O
1038,*CCO,*[C@@H](COc1ccc(C2(C(=O)O)CC2)cc1)[C@H](O)c1cc(OC)c(C)c(OC)c1,COc1cc([C@@H](O)[C@@H](CCO)COc2ccc(C3(C(=O)O)CC3)cc2)cc(OC)c1C
1039,*c1ccccc1C(=O)NC(=N)Cc1cccc(OC)c1,*CC(C)(C)C,COc1cccc(CC(=N)NC(=O)c2ccccc2CC(C)(C)C)c1
1040,*C(=O)c1cnc(C(C)(C)C)nc1NCCCOC,*C(=O)c1ccccc1N,COCCCNc1nc(C(C)(C)C)ncc1C(=O)C(=O)c1ccccc1N
1041,*c1ccccc1C(=O)O,*S(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)c2ccccc2C(=O)O)cc1
1042,*c1ccc(CN2CC(C(=O)[O-])C2)c(F)c1,*N(CC(C)C)[C@H]1CCCNC1,CC(C)CN(c1ccc(CN2CC(C(=O)[O-])C2)c(F)c1)[C@H]1CCCNC1
1043,*c1nc[nH]n1,*OCCC[C@H](C)CCC,CCC[C@@H](C)CCCOc1nc[nH]n1
1044,*S(=O)(=O)c1ccc(C(=O)[O-])cc1,*CC=C1CCC[C@]2(C)[C@@H]([C@@H](C)C[C@H]3CC(=C)C(=O)O3)CC[C@@H]12,C=C1C[C@H](C[C@H](C)[C@H]2CC[C@H]3C(=CCS(=O)(=O)c4ccc(C(=O)[O-])cc4)CCC[C@]23C)OC1=O
1045,*c1cccc(C)c1C,*N[C@@H](CCSC)C(=O)O,CSCC[C@H](Nc1cccc(C)c1C)C(=O)O
1046,*C(=O)N1CC[C@@]2(C(=O)Nc3ccccc32)[C@@H]1c1ccccc1,*Cc1ccco1,O=C(Cc1ccco1)N1CC[C@@]2(C(=O)Nc3ccccc32)[C@@H]1c1ccccc1
1047,*c1ccsc1,*C(=O)N1CCN(C(C)=O)CC1,CC(=O)N1CCN(C(=O)c2ccsc2)CC1
1048,*c1cnn(C)c1,*c1nn([C@@H]2CCCN(C(=O)CC)C2)c2ncnc(N)c12,CCC(=O)N1CCC[C@@H](n2nc(-c3cnn(C)c3)c3c(N)ncnc32)C1
1049,*C[C@@H](O)CCCCC,*C[C@](C)(O)C(O)Nc1ccc(C#N)c(C(F)(F)F)c1,CCCCC[C@H](O)CC[C@](C)(O)C(O)Nc1ccc(C#N)c(C(F)(F)F)c1
1050,*C[C@H](OCCO)[C@H]1O[C@@H](OCCO)C[C@H]1OCCO,*C[Si](C)(C)c1ccccc1C,Cc1ccccc1[Si](C)(C)CC[C@H](OCCO)[C@H]1O[C@@H](OCCO)C[C@H]1OCCO
1051,*C(=O)Cc1ccc(F)cc1,*CCOCCOCCOCCOCC,CCOCCOCCOCCOCCC(=O)Cc1ccc(F)cc1
1052,*[C@@H]1O[C@@H](C)[C@H](O)[C@@H](OC(=O)c2c3ccccc3cc3ccccc23)[C@H]1O,*NCCSC(C)=O,CC(=O)SCCN[C@@H]1O[C@@H](C)[C@H](O)[C@@H](OC(=O)c2c3ccccc3cc3ccccc23)[C@H]1O
1053,*c1cccc(N2CC[NH2+]CC2)c1,*c1cccc(C(=O)NC[C@H](O)CN2CCc3ccccc3C2)c1,O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1cccc(-c2cccc(N3CC[NH2+]CC3)c2)c1
1054,*CCC=CCC=CCC=CCCCC(=O)OC[C@@H](O)CO,*C(=O)c1ccccc1N,Nc1ccccc1C(=O)CCC=CCC=CCC=CCCCC(=O)OC[C@@H](O)CO
1055,*N1C[C@@H](C)O[C@@H](C)C1,*[C@H](CCN1CCOCC1)CSc1ccccc1,C[C@@H]1CN([C@H](CCN2CCOCC2)CSc2ccccc2)C[C@H](C)O1
1056,*N1CCN(C(C)=O)CC1,*c1coc2ncc(-c3ccccc3)cc12,CC(=O)N1CCN(c2coc3ncc(-c4ccccc4)cc23)CC1
1057,*C1CCOCC1,*Cc1ccnc(Nc2nc3cc(C(=O)NCC4C=C4)ccc3[nH]2)c1,O=C(NCC1C=C1)c1ccc2[nH]c(Nc3cc(CC4CCOCC4)ccn3)nc2c1
1058,*C[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@@H]1CC[C@@](C)([C@H]2CC[C@@](C)([C@@H](C)O)O2)O1,*N1C[C@H](C)O[C@@H](C)C1,C[C@H]([C@H](O)[C@H](C)CN1C[C@H](C)O[C@@H](C)C1)[C@@H](O)C[C@@H]1CC[C@@](C)([C@H]2CC[C@@](C)([C@@H](C)O)O2)O1
1059,*[C@H]1O[C@H](CO)[C@H](OCc2ccc(C(C)(C)C)cc2)[C@H](O)[C@H]1O,*c1ccc(F)cc1C(F)(F)F,CC(C)(C)c1ccc(CO[C@@H]2[C@H](O)[C@@H](O)[C@@H](c3ccc(F)cc3C(F)(F)F)O[C@@H]2CO)cc1
1060,*CCNS(=O)(=O)c1ccc2ccccc2c1,*C(=O)C(C)C,CC(C)C(=O)CCNS(=O)(=O)c1ccc2ccccc2c1
1061,*N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1,*c1ccc(C(F)(F)F)cc1,O=C1CCc2ccc(OCCCCN3CCN(c4ccc(C(F)(F)F)cc4)CC3)cc2N1
1062,*[C@H](CCN1CCOCC1)CSc1ccccc1,*c1ccc(CC)cc1,CCc1ccc([C@H](CCN2CCOCC2)CSc2ccccc2)cc1
1063,*c1nc2ccc(C(=O)[O-])cc2s1,*NCc1ccc(OC(C)(C)C(=O)O)cc1,CC(C)(Oc1ccc(CNc2nc3ccc(C(=O)[O-])cc3s2)cc1)C(=O)O
1064,*Cc1cc(C)ccc1C,*Nc1cccc(OC)c1,COc1cccc(NCc2cc(C)ccc2C)c1
1065,*c1cc(F)cc(Br)c1,*c1cc(=O)n(-c2ccccc2)nc1-c1nnc[nH]1,O=c1cc(-c2cc(F)cc(Br)c2)c(-c2nnc[nH]2)nn1-c1ccccc1
1066,*c1ccc(C[C@@H]2SC(=O)NC2=O)cc1,*N1CCC(CC(=O)O)CC1,O=C(O)CC1CCN(c2ccc(C[C@@H]3SC(=O)NC3=O)cc2)CC1
1067,*Cc1cc(C)ccc1C,*c1ccc(N2CCN(C(C)(C)C)CC2)cn1,Cc1ccc(C)c(Cc2ccc(N3CCN(C(C)(C)C)CC3)cn2)c1
1068,*C(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,*N1CCc2ccccc2C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)N2CCc3ccccc3C2)[C@@H](O)[C@H]1O
1069,*c1cnc(C(C)(C)O)nc1,*Cc1ccc(Cl)cc1,CC(C)(O)c1ncc(Cc2ccc(Cl)cc2)cn1
1070,*c1ccc(CCN2CCc3cc(OC)c(OC)cc3C2)cc1,*c1cc(-c2ccccc2O)nnc1N,COc1cc2c(cc1OC)CN(CCc1ccc(-c3cc(-c4ccccc4O)nnc3N)cc1)CC2
1071,*S(=O)(=O)c1ccccc1F,*N1c2ccccc2N(CCCC(=O)N(C)[C@H](C)CCO)S1(=O)=O,C[C@H](CCO)N(C)C(=O)CCCN1c2ccccc2N(S(=O)(=O)c2ccccc2F)S1(=O)=O
1072,*CCC=CCC=CCC,*OCCOC[C@H](OCCO)[C@H]1O[C@@H](OCCO)C[C@H]1OCCO,CCC=CCC=CCCOCCOC[C@H](OCCO)[C@H]1O[C@@H](OCCO)C[C@H]1OCCO
1073,*c1nnc(Cc2c(C)nn(C)c2C)o1,*C[C@H]1CC[C@H](C(=O)O)CC1,Cc1nn(C)c(C)c1Cc1nnc(C[C@H]2CC[C@H](C(=O)O)CC2)o1
1074,*CCOCC,*[C@@H]1CCCNC[C@H]1NC(=O)c1ccc(O)cc1,CCOCC[C@@H]1CCCNC[C@H]1NC(=O)c1ccc(O)cc1
1075,*CCCCCC,*c1ccc(OCCSC#N)cc1,CCCCCCc1ccc(OCCSC#N)cc1
1076,*n1ccc2c(N=CC)ncnc21,*Cc1ccc(N2CCN(C(C)=O)CC2)cc1F,CC=Nc1ncnc2c1ccn2Cc1ccc(N2CCN(C(C)=O)CC2)cc1F
1077,*OC(C)C,*[C@@H](CO)C(=O)N1CCN(C(=O)[C@H](CC(C)C)NC(=O)c2cc3ccccc3s2)CC1,CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N1CCN(C(=O)[C@H](CO)OC(C)C)CC1
1078,*N1CCNCC1,*N1CCN(c2cc(OC)nc(OC)n2)C[C@@H]1C(=O)NCc1ccc(OC)cc1,COc1ccc(CNC(=O)[C@H]2CN(c3cc(OC)nc(OC)n3)CCN2N2CCNCC2)cc1
1079,*CCN(C)[C@H]1CCCCN1,*C(=O)OC,COC(=O)CCN(C)[C@H]1CCCCN1
1080,*C(O)[C@@](C)(O)COc1ccc([N+](=O)[O-])cc1,*c1ccc(C(C)(C)O)cc1,CC(C)(O)c1ccc(C(O)[C@@](C)(O)COc2ccc([N+](=O)[O-])cc2)cc1
1081,*Cc1ccc2c(c1)C[C@H](C(C)(C)O)O2,*CCC(=O)O,CC(C)(O)[C@H]1Cc2cc(CCCC(=O)O)ccc2O1
1082,*CC(F)(F)F,*c1cccc(OC)c1F,COc1cccc(CC(F)(F)F)c1F
1083,*S(=O)(=O)c1c(C)noc1C,*NC1(c2ccc3c(n2)CCCN3c2ccnc(C)n2)CC1,Cc1nccc(N2CCCc3nc(C4(NS(=O)(=O)c5c(C)noc5C)CC4)ccc32)n1
1084,*C(=O)Cc1ccc(F)cc1,*c1ccccc1[C@@H](O)c1ccccc1,O=C(Cc1ccc(F)cc1)c1ccccc1[C@@H](O)c1ccccc1
1085,*n1c(-c2ccccn2)nc2cc(C(=O)NC)ccc21,*c1ccc(-n2ncc3cncnc32)cc1,CNC(=O)c1ccc2c(c1)nc(-c1ccccn1)n2-c1ccc(-n2ncc3cncnc32)cc1
1086,*N1CCCC1=O,*Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,O=C1CCCN1Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
1087,*N[C@H](CNC)C[C@H]1CCCOC1,*Cc1ccc(-c2ccccc2C(=O)O)cc1,CNC[C@H](C[C@H]1CCCOC1)NCc1ccc(-c2ccccc2C(=O)O)cc1
1088,*N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,*S(=O)(=O)c1cccs1,COC(=O)NCCO[C@@H](c1cccc(Cl)c1)[C@@H]1CCCN(S(=O)(=O)c2cccs2)C1
1089,*c1ccc(C2(C(=O)O)CC2)cc1,*O[C@@H](CO)COC(=O)CCCCCCCCC,CCCCCCCCCC(=O)OC[C@H](CO)Oc1ccc(C2(C(=O)O)CC2)cc1
1090,*CCC[C@H](C)CCC,*CCCCC(=O)OC[C@@H](O)CO,CCC[C@@H](C)CCCCCCCC(=O)OC[C@@H](O)CO
1091,*N1CC[C@@]2(C(=O)Nc3ccccc32)[C@@H]1C(C)C,*[C@H]1O[C@H](CO)[C@H](OCC2CC2)[C@H](O)[C@H]1O,CC(C)[C@@H]1N([C@H]2O[C@H](CO)[C@H](OCC3CC3)[C@H](O)[C@H]2O)CC[C@@]12C(=O)Nc1ccccc12
1092,*c1cc(OC)nc(OC)n1,*S(=O)(=O)c1ccc(Cl)cc1Cl,COc1cc(S(=O)(=O)c2ccc(Cl)cc2Cl)nc(OC)n1
1093,*NCc1ccc(C(=O)O)cc1,*[C@H]1O[C@H](CO)[C@H](OCCC)[C@H](O)[C@H]1O,CCCO[C@@H]1[C@H](O)[C@@H](O)[C@@H](NCc2ccc(C(=O)O)cc2)O[C@@H]1CO
1094,*C(=O)CCc1c[nH]c2ccc(OC)cc12,*c1cccc(C(N)=O)c1,COc1ccc2[nH]cc(CCC(=O)c3cccc(C(N)=O)c3)c2c1
1095,*NC(C)C,*NC(=N)Cc1cccc(OC)c1,COc1cccc(CC(=N)NNC(C)C)c1
1096,*Nc1ccc(C#N)c(I)c1,*C[C@@H](O)CNC1CCCCC1,N#Cc1ccc(NC[C@@H](O)CNC2CCCCC2)cc1I
1097,*c1cccc(N2CC[NH2+]CC2)c1,*C(=O)[C@H](CO)NS(=O)(=O)c1ccc(Cl)cc1Cl,O=C(c1cccc(N2CC[NH2+]CC2)c1)[C@H](CO)NS(=O)(=O)c1ccc(Cl)cc1Cl
1098,*[C@H](C(=O)[O-])c1ccc(C(C)C)cc1,*c1ccnc2cc(OC)ccc12,COc1ccc2c([C@H](C(=O)[O-])c3ccc(C(C)C)cc3)ccnc2c1
1099,*c1nnc[nH]1,*N1C=CCC(C(N)=O)=C1,NC(=O)C1=CN(c2nnc[nH]2)C=CC1
1100,*c1cc(Cl)c2c(c1)COB2O,*c1ccnc(C)n1,Cc1nccc(-c2cc(Cl)c3c(c2)COB3O)n1
1101,*CCCCCC[P@@H](=O)OC,*N[C@@H]1C[C@H]2C[C@H]2C1=O,CO[P@H](=O)CCCCCCN[C@@H]1C[C@H]2C[C@H]2C1=O
1102,*C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C,*[C@H]1O[C@H](CO)C[C@H](O)[C@H]1O,CC(C)(C)[C@H](NC(=O)C1(F)CC1)C(=O)[C@H]1O[C@H](CO)C[C@H](O)[C@H]1O
1103,*OC[C@@H](O)COP(=O)(O)O,*C[Si](C)(C)c1ccccc1C,Cc1ccccc1[Si](C)(C)COC[C@@H](O)COP(=O)(O)O
1104,*N[C@@H](CCSC)C(=O)O,*CC(F)(F)C=C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H](O)C[C@H]1O,CSCC[C@H](NCC(F)(F)C=C[C@@H]1[C@@H](CC=CCCCC(=O)[O-])[C@@H](O)C[C@H]1O)C(=O)O
1105,*C(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,*N[C@H](C)c1nc2ccc(C(F)(F)F)cc2n1CC,CCn1c([C@@H](C)NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)nc2ccc(C(F)(F)F)cc21
1106,*C[C@H](O)[C@H](N)CO,*C[C@H](OC1Cc2ccccc2C1)[C@H](O)c1cc(OC)c(C)c(OC)c1,COc1cc([C@@H](O)[C@H](CC[C@H](O)[C@H](N)CO)OC2Cc3ccccc3C2)cc(OC)c1C
1107,*NC[C@H](O)CN1CCc2ccccc2C1,*c1cccs1,O[C@@H](CNc1cccs1)CN1CCc2ccccc2C1
1108,*c1nc2cc(C(=O)NCC3C=C3)ccc2[nH]1,*NCc1ccc(OCCN2CCOCC2)cc1,O=C(NCC1C=C1)c1ccc2[nH]c(NCc3ccc(OCCN4CCOCC4)cc3)nc2c1
1109,*CCCCCCC(=O)NCc1ccc(O)c(OC)c1,*C(=O)C(C)(C)C,COc1cc(CNC(=O)CCCCCCC(=O)C(C)(C)C)ccc1O
1110,*c1ccc(NC(=O)Nc2ccccc2)cc1,*N1CCN(C(C)=O)CC1,CC(=O)N1CCN(c2ccc(NC(=O)Nc3ccccc3)cc2)CC1
1111,*C(=O)Cc1ccc(S(=O)(=O)CC)cc1,*C(=S)NCCc1ccc(Cl)cc1,CCS(=O)(=O)c1ccc(CC(=O)C(=S)NCCc2ccc(Cl)cc2)cc1
1112,*c1cnc(C(C)(C)O)nc1,*[C@H]1O[C@H](CO)[C@H](O)C[C@H]1O,CC(C)(O)c1ncc([C@H]2O[C@H](CO)[C@H](O)C[C@H]2O)cn1
1113,*[C@H]1O[C@H](CO)[C@H](OCc2ccc(C(C)(C)C)cc2)[C@H](O)[C@H]1O,*c1ccc(Oc2ccccc2)cc1,CC(C)(C)c1ccc(CO[C@@H]2[C@H](O)[C@@H](O)[C@@H](c3ccc(Oc4ccccc4)cc3)O[C@@H]2CO)cc1
1114,*C(=O)OC(C)C,*CC(C)C,CC(C)CC(=O)OC(C)C
1115,*[C@@H]1C[C@H](Oc2cc(C(F)F)c(F)c3c2CNCC3)[C@@H](O)[C@H]1O,*N[C@@H](CCSC)C(=O)O,CSCC[C@H](N[C@@H]1C[C@H](Oc2cc(C(F)F)c(F)c3c2CNCC3)[C@@H](O)[C@H]1O)C(=O)O
1116,*n1ccc2c(N)ncnc21,*S(C)(=O)=O,CS(=O)(=O)n1ccc2c(N)ncnc21
1117,*[C@@H](Cc1ccc(OC(=O)C#Cc2ccc(OC)cc2O)cc1)C(=O)OC,*N1CCc2ccccc2C1,COC(=O)[C@H](Cc1ccc(OC(=O)C#Cc2ccc(OC)cc2O)cc1)N1CCc2ccccc2C1
1118,*CC1=C[C@H]2[C@H]3O[C@@]4(Cc5ccccc5)O[C@@]2([C@H](C)C[C@]3(C(=C)C)O4)[C@@H]2C=C(C)C(=O)[C@@]2(O)C1,*OC,C=C(C)[C@]12C[C@@H](C)[C@@]34O[C@](Cc5ccccc5)(O[C@@H]1[C@@H]3C=C(COC)C[C@]1(O)C(=O)C(C)=C[C@@H]41)O2
1119,*c1ccc(C(=O)N[C@H](C(=O)NC)C2CCCCC2)o1,*c1ccc(NC(=O)c2ccccc2)cc1,CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(NC(=O)c3ccccc3)cc2)o1)C1CCCCC1
1120,*CC=CC(C)=CC(=O)O,*C(=O)[C@H]1Cc2ccccc2CN1,CC(C=CCC(=O)[C@H]1Cc2ccccc2CN1)=CC(=O)O
1121,*CCOCC,*C(=O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,CCOCCC(=O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1
1122,*c1ccnc(C)n1,*c1ccnc2cc(OC)ccc12,COc1ccc2c(-c3ccnc(C)n3)ccnc2c1
1123,*S(=O)(=O)c1cccs1,*c1ccc2c(c1)NC(=O)CC2,O=C1CCc2ccc(S(=O)(=O)c3cccs3)cc2N1
1124,*C(=O)C(C)(C)c1ccc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)cc1,*CCOC,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)CCOC)cc2)cc1
1125,*c1ccc2c(c1)C(C)(C)C(=O)N2,*c1nc[nH]n1,CC1(C)C(=O)Nc2ccc(-c3nc[nH]n3)cc21
1126,*c1c(Cl)ccc(C)c1Cl,*[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,Cc1ccc(Cl)c([C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1Cl
1127,*C(=O)CO,*c1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)cc12,CC(C)(O)c1ncc(-c2ccc3ncc(Cl)c(C(=O)CO)c3c2)cn1
1128,*C(=O)c1ccc(OCCCN2CCOCC2)cc1,*C(F)(F)F,O=C(c1ccc(OCCCN2CCOCC2)cc1)C(F)(F)F
1129,*CC[C@@H]1[C@@H](C=C[C@@H](O)CCCCC)[C@H]2C[C@@H]1OO2,*OC,CCCCC[C@H](O)C=C[C@@H]1[C@@H](CCOC)[C@@H]2C[C@H]1OO2
1130,*Cc1cc(-c2ccsc2)cs1,*CCCC(=O)N(C)[C@H](C)CCO,C[C@H](CCO)N(C)C(=O)CCCCc1cc(-c2ccsc2)cs1
1131,*CCSC#N,*[C@@H]1CCC[C@H](NC(=O)c2ccc(Br)s2)C1,N#CSCC[C@@H]1CCC[C@H](NC(=O)c2ccc(Br)s2)C1
1132,*C[C@@]1(C)CCC[C@@]2(CN(c3cnc(C(C)(C)O)cn3)C(=O)O2)C1,*Cc1ccccc1F,CC(C)(O)c1cnc(N2C[C@@]3(CCC[C@](C)(CCc4ccccc4F)C3)OC2=O)cn1
1133,*C(C)CCC[C@@H](C)CCC,*CCN(C)C,CCC[C@H](C)CCCC(C)CCN(C)C
1134,*NCCC(=O)NCCSC(=O)CCCCCCCC=CCCCCCCCC,*C[C@H](N)C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC[C@H](N)C(=O)[O-]
1135,*NCc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1,*N1CC(C(=O)[O-])C1,O=C([O-])C1CN(NCc2ccc(N3CCC(c4ccc(OC(F)(F)F)cc4)CC3)cc2)C1
1136,*c1ccccc1,*C(=O)c1cc2ccccc2s1,O=C(c1ccccc1)c1cc2ccccc2s1
1137,*c1ccc(C2CC2)nc1,*c1ccc(S(C)(=O)=O)cc1F,CS(=O)(=O)c1ccc(-c2ccc(C3CC3)nc2)c(F)c1
1138,*C(=O)c1c(OC)ncnc1OC,*Nc1ccc([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ncnc(OC)c1C(=O)Nc1ccc([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1
1139,*[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O)[C@@H](C)O2)[C@@H](C)O1,*N1CC[C@@]2(C(=O)Nc3ccccc32)[C@@H]1C(C)C,CC(C)[C@@H]1N([C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)CC[C@@]12C(=O)Nc1ccccc12
1140,*CCC=CCC=CCC=CCC=CCCC(=O)O,*N[C@@H]1[C@@H]2C[C@@H]3C[C@H]1C[C@@](C(N)=O)(C3)C2,NC(=O)[C@]12C[C@@H]3C[C@H](C1)[C@@H](NCCC=CCC=CCC=CCC=CCCC(=O)O)[C@@H](C3)C2
