fragment
*c1ccc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1
*CCCCCCCC(=O)O
*C(=O)[C@H](O)c1ccc2c(c1)C(C)(C)CCC2(C)C
*N1CCN(C(=O)[C@H](CO)NS(=O)(=O)c2ccc(Cl)cc2Cl)CC1
*c1cccc(C(N)=O)c1
*c1ccc(C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(S(=O)(=O)C(F)(F)F)c2)cc1
*N1C[C@@]2(CCC[C@](C)(Cn3cnc4ccc(C#N)cc43)C2)OC1=O
*CCCCCCCCCCCCCCC(=O)O
*Nc1ccccc1CC(=O)O
*c1ccc(C(=O)N[C@H](C(=O)NC)C2CCCCC2)o1
*N1C[C@@H](CCl)c2c1ccc1[nH]ccc21
*Cc1c(OC)cc2c(c1OC)C(=O)c1ccccc1C2=O
*c1cccc(C)c1C
*C(=O)C(C)(C)Oc1ccc(-c2cc([C@@H](CC)OC(=O)N(Cc3ccccc3)C(=O)Nc3cc(OC)cc(OC)c3)on2)cc1
*Cc1cccnc1
*[C@@H]1C[C@@H]2[C@H](Cc3cc(F)c4cc(F)c(N)nc4c3)CC[C@]2(O)[C@H]1O
*C1CCCCC1
*N(Cc1ccc(C)cc1)C(=O)N[C@@H](CSCc1ccccc1)C(=O)[O-]
*c1ccc2c(c1)C(C)(C)C(=O)N2
*N[C@H](C)c1nc2ccc(C(F)(F)F)cc2n1CC
*c1cccc(C(=O)N2CCN(C(=O)Nc3ccccc3)CC2)c1
*C(=O)c1ccc(NC(=O)[C@H](O)c2ccc3c(c2)C(C)(C)CCC3(C)C)c(F)c1
*c1ccc(Nc2cc(=O)n(-c3ccc(Cl)cc3)nc2-c2ncn[nH]2)cc1
*CC(C)C
*C(=O)N1CC[C@@]2(C(=O)Nc3ccccc32)[C@@H]1c1ccccc1
*C(=O)c1cc(OC)c(OC)c(OC)c1
*C(=O)c1cccc(NC(=O)C(C=O)(CC)CC)c1
*c1cc(NC[C@H](O)c2ccccc2)ncn1
*C(=S)NCCc1ccc(Cl)cc1
*Nc1cccc(C(=O)N2CCN(Cc3ccc(Br)cc3)CC2)c1
*N[C@]12C[C@]([C@H](C)C(=O)Nc3ccc(F)cc3)(C1)C2
*OC[C@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCC
*C(=O)c1cc2ccccc2n1C
*NCCSC(=O)CCCCCCCC=CCCCCCCCC
*S(=O)(=O)c1ccccc1OC
*C(=O)c1nc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)sc1CCCOc1ccc(-n2ncc3cncnc32)cc1
*C(=O)c1cccc(-c2cnc(C(=O)CCc3ccc(-c4ccccc4)cc3)o2)n1
*NCCCCNC(=O)CCC(=O)O[C@@H]1c2cc3c(cc2[C@H](c2cc(OC)c(OC)c(OC)c2)[C@@H]2C(=O)OC[C@H]21)OCO3
*C(=O)Nc1ccc(Cl)cc1
*C(=O)CCCCCCCC=CCC=CCCCCC
*O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)CO[P@@](=O)([O-])OCC[N+](C)(C)C
*C[C@](C)(O)C(=O)Nc1ccc(C#N)c(I)c1
*c1ccsc1
*c1ncn(C[C@H]2CC[C@H](C(=O)O)CC2)n1
*c1nc(-c2ccccc2Cl)c(-c2ccccc2Cl)[nH]1
*C(=O)[C@H](Cc1ccc(OC(=O)C#Cc2ccc(OC)cc2O)cc1)Nc1ccccc1C(=O)c1ccccc1
*n1c(C)c(CC(=O)O)c2cc(OC)ccc21
*CCOc1ccc(C[C@H](OCC)C(=O)O)cc1
*N1CCN(C(=O)Nc2ccccc2)CC1
*NCCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
*c1ccc(OC[C@@H]2CC[C@@](Cn3cncn3)(c3ccc(F)cc3F)O2)cc1
*c1cccc(OC(=O)NCCCCCC)c1
*C(=O)N1CC[C@@]2(C(=O)Nc3ccccc32)[C@@H]1C(C)C
*C(=O)CCCCCCC[C@H](O)C=CC=CCCCCC
*c1ccc2c(C(F)(F)F)noc2c1CCC
*c1cccc(CN(CC)CCCCCC(C)(C)OC)c1
*OC[C@H](CO[P@@](=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCCC
*c1ccc(Br)cc1
*[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)O)[C@H]1O
*c1cc(-c2ccc3c(c2)OCCO3)ncn1
*c1csc(NC(=O)[C@H]2CCCCN2S(=O)(=O)c2ccc(C)cc2)n1
*CCCN1CCCN(CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CC1
*c1nc(-c2ccc(CN3CC(C(=O)[O-])C3)c(F)c2)no1
*C(=O)CCCCCCCC=CCCCCCC
